350,0
355,0
360,1.7273e-05
365,0
370,4.2467e-05
375,0
380,2.1782e-05
385,3.6813e-05
390,1.3091e-06
395,7.7264e-07
400,1.3236e-06
405,0
410,9.8878e-06
415,1.2296e-05
420,4.4359e-06
425,3.2016e-06
430,2.8041e-05
435,1.8085e-05
440,6.1225e-05
445,0.0001179
450,0.00030673
455,0.00052313
460,0.00060839
465,0.00051801
470,0.00055447
475,0.00078345
480,0.0010724
485,0.0012748
490,0.0013572
495,0.0014485
500,0.0015411
505,0.0019334
510,0.0028343
515,0.0036411
520,0.0047873
525,0.0055291
530,0.0065679
535,0.007407
540,0.0075731
545,0.0077076
550,0.0076761
555,0.007859
560,0.0076535
565,0.0070201
570,0.0065441
575,0.0060301
580,0.0054366
585,0.0047868
590,0.0038512
595,0.0030841
600,0.0022471
605,0.0015428
610,0.0010266
615,0.00068752
620,0.00048684
625,0.00037671
630,0.00031508
635,0.00027855
640,0.00024913
645,0.00022902
650,0.00019021
655,0.00019434
660,0.00016364
665,0.000176
670,0.00019967
675,0.00020737
680,0.00023623
685,0.00027016
690,0.00025631
695,0.00027853
700,0.00025682
705,0.00022601
710,0.00021818
715,0.0002064
720,0.00019762
725,0.00016099
730,0.0001285
735,0.00012626
740,0.00010911
745,9.9002e-05
750,8.8355e-05
755,9.8104e-05
760,9.9777e-05
765,8.87e-05
770,9.9305e-05
775,0.00011068
780,7.7306e-05
785,5.9734e-05
790,7.4244e-05
795,6.6312e-05
800,6.12e-05
