350,0
355,0
360,3.6027e-05
365,0.00010523
370,3.565e-05
375,6.0918e-06
380,0
385,2.0911e-05
390,2.0699e-05
395,5.5588e-06
400,2.0223e-05
405,6.3727e-06
410,7.5594e-06
415,1.6696e-05
420,1.2641e-05
425,3.0104e-05
430,3.8601e-05
435,7.243e-05
440,0.00010973
445,0.00021651
450,0.00042965
455,0.00068134
460,0.00079425
465,0.00062584
470,0.00062281
475,0.00083509
480,0.0011134
485,0.0013067
490,0.0014069
495,0.0014676
500,0.0015184
505,0.0019232
510,0.002856
515,0.0037001
520,0.0047793
525,0.0055879
530,0.0065974
535,0.007438
540,0.0076399
545,0.0077634
550,0.007753
555,0.0077881
560,0.0076583
565,0.0070455
570,0.0065598
575,0.0060545
580,0.0054793
585,0.004961
590,0.0044984
595,0.0045601
600,0.0050353
605,0.0057903
610,0.0063177
615,0.0063595
620,0.0063795
625,0.0060951
630,0.0058614
635,0.0054162
640,0.0049715
645,0.0044958
650,0.0040643
655,0.0037579
660,0.0033577
665,0.002969
670,0.0026132
675,0.0024327
680,0.002143
685,0.0019534
690,0.0017588
695,0.0015574
700,0.0013501
705,0.0011609
710,0.00098505
715,0.00090854
720,0.00078895
725,0.00071681
730,0.00062945
735,0.00049655
740,0.00044726
745,0.00037598
750,0.00031113
755,0.0002946
760,0.00029464
765,0.00027058
770,0.0002531
775,0.00021623
780,0.00015118
785,0.00015195
790,0.00013136
795,0.00013315
800,9.9424e-05
